label,text,answer
HISTORY,"King James VI of Scotland was kidnapped at age 15 while his mom, this queen, was a prisoner","Mary, Queen of Scots"
MUSIC,"(Sarah of the Clue Crew in Munich, Germany)  The carillon in Munich's Town Hall is also called by this German name, for an instrument using metal bars",the glockenspiel
LITERATURE,"""A hard journey through Mississippi with a smelly corpse is the subject of his """"As I Lay Dying""""""",Faulkner
SCIENCE,"""The War With the Newts is a satirical novel by this Czech dramatist who coined the word """"robot""""""",Karel Čapek
HISTORY,"This kingdom of England grew from 2 settlements, one founded around 495 by Cerdic & his son Cynric",Wessex
GEOGRAPHY,About 1/3 of Africa's Pygmy population lives in what was once Belgian Congo,Zaire
GEOGRAPHY,"Kaliningrad, a small piece of Russian territory, sits between Poland & Lithuania on this sea",the Baltic Sea
LITERATURE,Nationality of the woman who created Hans Brinker,American (Mary Mapes Dodge)
HISTORY,Country to which the U.S. began beaming Radio Marti in May 1985,Cuba
SCIENCE,"Easily seen below the equator, the constellation Crux is popularly known by this name",the Southern Cross
MUSIC,"Richard Henry Lee, Martha Jefferson, John Hancock",1776
HISTORY,"January 20, 1265: This political body meets for the first time",the Parliament
HISTORY,Former slave Jean-Jacque Dessalines ruled this country as emperor Jacque I from 1804-1806,Haiti
HISTORY,"Inspired by a glass of beer, Donald Glaser made this device in 1952 to track cosmic rays",the bubble chamber
MUSIC,"""His success with """"Lovesick Blues"""" led to his Opry debut in 1949; he was called back for 6 encores that first night""","Hank Williams, Sr."
GEOGRAPHY,Parts of the Arabian and Libyan deserts are found in this African country,Egypt
GEOGRAPHY,"Each year over 50,000 pilgrims climb to the summit of this Japanese volcano",Mount Fuji
HISTORY,Delmonico's in New York City is credited with inventing this dish in honor of an 1867 U.S. purchase,Baked Alaska
MUSIC,"""This leader of the Heartbreakers backed Stevie Nicks on her 1981 solo album """"Bella Donna""""""",Tom Petty
LITERATURE,Dr. Pangloss is the tutor to this title character created by Voltaire,Candide
MUSIC,"On July 6, 1964 this first Beatles film premiered in London",A Hard Day's Night
MUSIC,"""In 2002 country fans mourned the death of this singing """"Outlaw""""""",Waylon Jennings
LITERATURE,"""Launched into TV & book success by Oprah, this Ph.D. is the author of """"The Relationship Rescue Workbook""""""",Dr. Phil
MUSIC,"""The person playing this instrument is right up on stage in """"Dances at a Gathering"""", to music by Chopin""",piano
MUSIC,Bill Haley ran down a full 12-hour cycle in this 1955 No. 1 hit,Rock Around The Clock
HISTORY,In 1670 this British firm was granted the charter to establish fur trading posts in Canada,Hudson Bay Company
SCIENCE,"""A lean, small-boned person is an ectomorph; an endomorph is round; and this type is muscular""",Mesomorph
GEOGRAPHY,"""The 2nd-smallest independent country in area in the Western Hemisphere; in the '80s it was invaded by the 2nd largest""",Grenada
LITERATURE,His teenage daughters hated having to read to him & resented his remarriage in 1663,John Milton (he was blind)
MUSIC,"""This band's first album, which included """"Blister In The Sun"""", went platinum without making the Top 40""",the Violent Femmes
SCIENCE,Land animal with the largest teeth,the elephant
SCIENCE,The thrust of secularism in the 16th & 17th centuries was to separate politics from this,religion
MUSIC,"""Rex Harrison's """"Fair Lady"""" and Burton's Guinevere""",Julie Andrews
HISTORY,Father & son discussed in the following,Erik the Red & Leif Ericson
LITERATURE,"""In 1949 she adapted her novel """"The Fountainhead"""" for the big screen""",Ayn Rand
HISTORY,"""Reigning until around 101, the first pope of this name that means """"merciful"""" wrote his own epistle to the Corinthians""",Clement
LITERATURE,"""In Macmillan's spring 1936 catalog, her upcoming novel was misidentified as """"Come with the Wind""""""",Margaret Mitchell
LITERATURE,"""Her """"Windy Cty Blues"""" is a collection of nine stories featuring V.I. Warshawski""",Sara Paretsky
GEOGRAPHY,"In 1861 this 9,300-square-mile island just south of Corsica became a part of the kingdom of Italy",Sardinia
HISTORY,Ramsay MacDonald was one of the founders of this party & its 1st prime minister,Labour party
HISTORY,Charles Black was dropped from the Social Register for marrying this ex-child star in 1950,Shirley Temple
LITERATURE,Walter R. Brooks created Ed the talking horse (later seen on TV) & Freddy this talking farm animal,pig
LITERATURE,"""Alan Brown's """"Audrey Hepburn's ____""""""",Neck
HISTORY,"At the height of this war in 1870, some Frenchmen were so hungry they ate animals from the Paris zoo",Franco-Prussian War
GEOGRAPHY,"Since August 10 was this saint's day, Cartier named the bay he discovered that day in 1535 after him",St. Lawrence
LITERATURE,"""In a Christmas classic, his ghost says, """"I wear the chain I forged in life""""""",Jacob Marley
HISTORY,"""Dagon was the top god of these people, whose name has come to mean """"uncouth"""" & """"unsophisticated""""""",the Philistines
GEOGRAPHY,"""Uzbekistan shares the inland Aral Sea with this neighboring """"Stan"""" to the north""",Kazakhstan
GEOGRAPHY,"After Alaska, it's the largest state in area without a Major League Baseball team",Montana
MUSIC,"""Erich Korngold had this middle name, so he had to become a composer, of movie scores like """"Captain Blood""""""",Wolfgang
LITERATURE,"""This """"Junky"""" author was arrested for killing his wife in a drunken game of """"William Tell""""""",(William) Burroughs
HISTORY,A golden age of Jewish culture began in the 10th C. under these people who ruled Spain,Moors
MUSIC,Pizzicato isn't a direction to order pizza but to pluck these instead of playing them with a bow,violin strings
GEOGRAPHY,"Of the top 5 Canadian cities in population, it's the one closest to the Pacific Ocean",Vancouver
LITERATURE,"This 1975 E.L. Doctorow novel relates the story of Coalhouse Walker Jr., who's harassed by local firemen",Ragtime
HISTORY,In 1938 Chester Carlson didn't copy off the guy sitting next to him when he invented this process,Xerography/Xeroxy
MUSIC,"The 19th century composer of the following, he basically wrote for only one instrument",Frederic Chopin
HISTORY,"When this man reached Mexico in 1519, Montezuma mistook him for the god Quetzalcoatl",Hernando Cortez
MUSIC,"ABC Records, UNI, Impulse!, Decca, Kapp, Coral & Blue Thumb have all been taken over by this label",MCA
HISTORY,World leaders met at the Congress of this city in 1815 to decide the fate of Europe after Napoleon's defeat,Vienna
LITERATURE,"""Cynicism is an unpleasnt way of saying the truth, wrote this playwright in """"The Little Foxes""""""",Lillian Hellman
MUSIC,"2004 marks the 10th anniversary of the death of this man from Aberdeen, Washington whose music touched the world",Kurt Cobain
LITERATURE,"""This """"Thorn Birds"""" author is an admitted Scrabbleholic; she likes to play daily""",Colleen McCullough
HISTORY,The 1867 British North America Act united 3 colonies under this single name,Canada
HISTORY,"A river is named for this man born in Scotland in 1764, the first European known to have crossed Canada",Alexander Mackenzie
SCIENCE,The geologic period named for this coal-producing U.S. state is also called the Late Carboniferous Epoch,Pennsylvania
MUSIC,We're sure that Vivian Blaine never lamented playing Adelaide in this 1955 hit,Guys and Dolls
HISTORY,Disappointment with the Livonian War & suspected treasons in 1582 may have led this czar to order his 1st executions,Ivan the Terrible
SCIENCE,Most of a cell's water passes through the plasma membrane by this process,Osmosis
MUSIC,"Joseph Joachim, a friend of this German composer, lived to make a 1903 recording of his works",Johannes Brahms
MUSIC,The sand in this simple device runs from the top bulb to the bottom in 60 minutes' time,hourglass
LITERATURE,O. Henry's real middle name,Sidney
SCIENCE,"1/60 of a minute, until 1960 it was defined as 1/86,400th of a mean solar day",Second
MUSIC,A lovely lass named Fiona MacLaren is the heroine of this Lerner & Loewe show,Brigadoon
MUSIC,"""At the beginning of her 2005 """"Boyfriend"""" video, she is being chased by the police""",Ashlee Simpson
LITERATURE,"The first character Alice meets in Wonderland, he wears a waistcoat & a pocket watch",The White Rabbit
SCIENCE,"Thomas Midgley, who put lead into gasoline, introduced this now banned refrigerant in 1930",Freon
HISTORY,"""TMI can stand for """"too much information"""" or for this, the site of the USA's worst commercial nuclear accident""",Three Mile Island
MUSIC,Dance heard here,Sabre Dance
MUSIC,"""Victor Herbert's operetta about this """"naughty"""" heroine premiered in 1910""",Marietta
GEOGRAPHY,The 2 states on both sides of the Mississippi,Louisiana and Minnesota
LITERATURE,"""In Willa Cather's """"O Pioneers!"""", the heroine Alexandra Bergson is of immigrant stock from this country""",Sweden
LITERATURE,Buried treasure found on an islet in the Tuscan Archipelago makes this character wealthy,the Count of Monte Cristo
HISTORY,"In 1913 the Pacific Coast Hockey Association introduced these, which form the border of teams' defensive zones",the blue lines
HISTORY,"Pants, as an item of apparel, is short for this word, from an Italian comic character",Pantalone
HISTORY,"This Athenian's code was so strict, you could be executed for stealing a cabbage",Draco
HISTORY,"Before she was First Lady, this woman from New England was the wife of the first U.S. vice president",Abigail Adams
LITERATURE,In this 1933 novel survivors of a plane wreck seek refuge in a utopia run by a 250-year-old high lama,Lost Horizon
HISTORY,"""Drunk or sober, no one dared call this hatchet-wielding saloon smasher """"Old Hatchet-Face""""""",Carrie Nation
MUSIC,A Malaguena can be a dance or a folk song from the southern part of this country,Spain
HISTORY,"""1909: This 1st modern Jewish city is founded; today it's the financial & cultural center of Israel""",Tel Aviv
SCIENCE,Pollen is a common--achoo!--example of one of these & there must--achoo!--be one in the studio,an allergen
LITERATURE,"""His fourth & he says final Rabbit Angstrom novel is """"Rabbit at Rest""""""",John Updike
MUSIC,"""Completes the title of a 2003 50 Cent album & a 2005 50 Cent film """"Get Rich Or...""""""",Die Trying
LITERATURE,Peter Quint & Miss Jessel are the ghosts in this Henry James ghost story,The Turn of the Screw
LITERATURE,"""A former spy himself, he described his spy George Smiley as """"short, fat, and of a quiet disposition""""""",John le Carré
SCIENCE,"""The name of this class of mollusks comes from Greek words meaning """"head foot""""""",cephalopod
MUSIC,The song heard here is a highlight of this high-flying Broadway musical,Peter Pan
MUSIC,"""This jazz-rock group gave us the songs """"25 or 6 to 4"""" & """"Does Anybody Really Know What Time It Is?""""""",Chicago
LITERATURE,"""This Englishman published his translation of """"The Rubyyat"""" anonymously in 1859""",Edward Fitzgerald
HISTORY,The Great Northern War of 1700-1721 pitted Sweden's King Charles XII against this great czar,Peter The Great
HISTORY,"""In 1204 the Crusaders took this Byzantine city; in 1453 the Turks did""",Constantinople
LITERATURE,R.L.'s evergreens,Stine's pines
MUSIC,"""In a 1999 Britney Spears hit, it follows, """"When I'm not with you I lose my mind, give me a sign, hit me baby...""""""",One more time
LITERATURE,Werfel & Kafka,Franz
LITERATURE,"""This """"huge"""" 1924 Edna Ferber novel is about a widowed truck farmer & her struggles""",So Big
SCIENCE,He was in Shanghai in 1921 when he found out he had won a Nobel Prize for Physics,Einstein
LITERATURE,Ray Bradbury & producer-dir. John Huston co-wrote the screenplay based on this Melville classic,Moby Dick
LITERATURE,"One of the first African adventure stories, this 1885 novel chronicled the search for legendary diamond mines",King Solomon's Mines
HISTORY,In 1734 this city near Mount Vesuvius became the capital of the Kingdom of the Two Sicilies,Naples
LITERATURE,"""For his dying father, this Welshman wrote the poem """"Do Not Go Gentle into That Good Night""""""",Dylan Thomas
HISTORY,1957 U.S. policy allowing the president to use armed force in the Middle East,the Eisenhower Doctrine
SCIENCE,"Carbohydrates, such as sugars & starch, contain these 3 elements","carbon, hydrogen, & oxygen"
HISTORY,"A Slovak state was nominally independent during WWII, but collapsed when this army arrived in April 1945",the Red Army
LITERATURE,"""Upton Sinclair novel that ends:  """"Chicago will be ours!  Chicago will be ours!""""""",The Jungle
